North American Industry Classification System (NAICS),Release,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24
Accommodation and food services  [72],2025-01-31,"1,40,085","1,40,337","1,40,627","1,40,770","1,41,220","1,41,595","1,41,875","1,41,802","1,41,589","1,41,379","1,41,438","1,41,466","1,41,785","1,42,249","1,42,465","1,42,898","1,42,920","1,43,008","1,43,323","1,43,408","1,43,519","1,44,106","1,44,341","1,44,583","1,45,146","1,45,545","1,45,949","1,45,980","1,46,342","1,46,616","1,46,959","1,47,255","1,47,326","1,47,320","1,47,331","1,47,178","1,47,301","1,47,398","1,47,675","1,47,717","1,47,761","1,48,217","1,48,338","1,48,698","1,48,940","1,48,966","1,49,369","1,49,928","1,50,938","1,51,532","1,52,089","1,52,600","1,53,073","1,53,485","1,53,863","1,53,855","1,54,147","1,54,326","1,54,554","1,54,898","1,54,859","1,55,013","1,55,071","1,55,239","1,55,275","1,55,874","1,56,389","1,57,049","1,57,181","1,57,694","1,58,462","1,59,318","1,58,869","1,59,918","1,50,265","1,37,620","1,42,378","1,50,333","1,55,045","1,56,748","1,57,884","1,59,176","1,60,006","1,60,358","1,61,206","1,62,063","1,62,904","1,63,680","1,64,559","1,65,475","1,66,386","1,66,858","1,67,019","1,67,162","1,67,296","1,67,564","1,67,635","1,68,705","1,69,072","1,69,287","1,69,528","1,69,942","1,70,624","1,70,913","1,71,959","1,72,570","1,72,979","1,73,362","1,73,959","1,74,644","1,75,224","1,75,534","1,75,917","1,76,197","1,76,313","1,76,592","1,77,133","1,77,623","1,77,847","1,77,741","1,78,997","1,79,616","1,80,307","1,80,649","1,81,071","1,81,442","1,81,757","1,82,120","1,82,361","1,82,660","1,82,847",..
Accommodation and food services  [72],2024-12-23,"1,40,085","1,40,337","1,40,627","1,40,770","1,41,220","1,41,595","1,41,875","1,41,802","1,41,589","1,41,379","1,41,438","1,41,466","1,41,785","1,42,249","1,42,465","1,42,898","1,42,920","1,43,008","1,43,323","1,43,408","1,43,519","1,44,106","1,44,341","1,44,583","1,45,146","1,45,545","1,45,949","1,45,980","1,46,342","1,46,616","1,46,959","1,47,255","1,47,326","1,47,320","1,47,331","1,47,178","1,47,301","1,47,398","1,47,675","1,47,717","1,47,761","1,48,217","1,48,338","1,48,698","1,48,940","1,48,966","1,49,369","1,49,928","1,50,938","1,51,532","1,52,089","1,52,600","1,53,073","1,53,485","1,53,863","1,53,855","1,54,147","1,54,326","1,54,554","1,54,898","1,54,859","1,55,013","1,55,071","1,55,239","1,55,275","1,55,874","1,56,389","1,57,049","1,57,181","1,57,694","1,58,462","1,59,318","1,58,869","1,59,918","1,50,265","1,37,620","1,42,378","1,50,333","1,55,045","1,56,748","1,57,884","1,59,176","1,60,006","1,60,358","1,61,206","1,62,063","1,62,904","1,63,680","1,64,559","1,65,475","1,66,386","1,66,858","1,67,019","1,67,162","1,67,296","1,67,564","1,67,635","1,68,705","1,69,072","1,69,287","1,69,528","1,69,942","1,70,624","1,70,913","1,71,959","1,72,570","1,72,979","1,73,362","1,73,959","1,74,644","1,75,224","1,75,534","1,75,917","1,76,197","1,76,313","1,76,592","1,77,133","1,77,623","1,77,847","1,77,741","1,79,014","1,79,622","1,80,326","1,80,663","1,81,106","1,81,462","1,81,791","1,82,136","1,82,400","1,82,697",..,..
Accommodation and food services  [72],2024-11-29,"1,40,085","1,40,337","1,40,627","1,40,770","1,41,220","1,41,595","1,41,875","1,41,802","1,41,589","1,41,379","1,41,438","1,41,466","1,41,785","1,42,249","1,42,465","1,42,898","1,42,920","1,43,008","1,43,323","1,43,408","1,43,519","1,44,106","1,44,341","1,44,583","1,45,146","1,45,545","1,45,949","1,45,980","1,46,342","1,46,616","1,46,959","1,47,255","1,47,326","1,47,320","1,47,331","1,47,178","1,47,301","1,47,398","1,47,675","1,47,717","1,47,761","1,48,217","1,48,338","1,48,698","1,48,940","1,48,966","1,49,369","1,49,928","1,50,938","1,51,532","1,52,089","1,52,600","1,53,073","1,53,485","1,53,863","1,53,855","1,54,147","1,54,326","1,54,554","1,54,898","1,54,859","1,55,013","1,55,071","1,55,239","1,55,275","1,55,874","1,56,389","1,57,049","1,57,181","1,57,694","1,58,462","1,59,318","1,58,869","1,59,918","1,50,265","1,37,620","1,42,378","1,50,333","1,55,045","1,56,748","1,57,884","1,59,176","1,60,006","1,60,358","1,61,206","1,62,063","1,62,904","1,63,680","1,64,559","1,65,475","1,66,386","1,66,858","1,67,019","1,67,162","1,67,296","1,67,564","1,67,635","1,68,705","1,69,072","1,69,287","1,69,528","1,69,942","1,70,624","1,70,913","1,71,959","1,72,570","1,72,979","1,73,362","1,73,959","1,74,644","1,75,224","1,75,534","1,75,917","1,76,197","1,76,313","1,76,592","1,77,133","1,77,623","1,77,847","1,77,741","1,79,033","1,79,642","1,80,344","1,80,674","1,81,117","1,81,466","1,81,795","1,82,139","1,82,361",..,..,..
Accommodation and food services  [72],2024-10-31,"1,40,085","1,40,337","1,40,627","1,40,770","1,41,220","1,41,595","1,41,875","1,41,802","1,41,589","1,41,379","1,41,438","1,41,466","1,41,785","1,42,249","1,42,465","1,42,898","1,42,920","1,43,008","1,43,323","1,43,408","1,43,519","1,44,106","1,44,341","1,44,583","1,45,146","1,45,545","1,45,949","1,45,980","1,46,342","1,46,616","1,46,959","1,47,255","1,47,326","1,47,320","1,47,331","1,47,178","1,47,301","1,47,398","1,47,675","1,47,717","1,47,761","1,48,217","1,48,338","1,48,698","1,48,940","1,48,966","1,49,369","1,49,928","1,50,938","1,51,532","1,52,089","1,52,600","1,53,073","1,53,485","1,53,863","1,53,855","1,54,147","1,54,326","1,54,554","1,54,898","1,54,859","1,55,013","1,55,071","1,55,239","1,55,275","1,55,874","1,56,389","1,57,049","1,57,181","1,57,694","1,58,462","1,59,318","1,59,024","1,60,088","1,49,634","1,36,984","1,41,708","1,50,327","1,55,114","1,56,925","1,58,085","1,59,517","1,60,343","1,60,851","1,61,700","1,62,510","1,63,493","1,64,358","1,65,256","1,66,087","1,66,968","1,67,378","1,67,475","1,67,518","1,67,505","1,67,732","1,67,636","1,68,526","1,68,786","1,68,796","1,68,883","1,69,089","1,69,648","1,69,768","1,70,690","1,71,111","1,71,437","1,71,658","1,72,074","1,72,429","1,72,764","1,72,898","1,73,203","1,73,490","1,73,671","1,74,015","1,74,439","1,74,837","1,75,097","1,75,093","1,76,225","1,76,799","1,77,442","1,77,909","1,78,340","1,78,680","1,78,907","1,79,224",..,..,..,..
"Arts, entertainment and recreation  [71]",2025-02-28,"13,998","13,443","14,198","14,332","14,407","14,359","14,307","14,323","14,197","14,081","14,298","14,168","14,230","14,124","14,127","14,219","14,050","14,788","14,728","14,538","14,469","14,678","14,537","14,742","14,757","14,755","14,801","14,504","14,796","14,802","14,913","14,934","15,080","14,918","14,908","14,960","15,308","15,144","15,408","15,964","15,545","15,500","15,590","15,787","15,788","15,697","15,797","15,732","15,795","15,950","15,803","15,726","15,927","15,882","15,669","15,610","15,937","16,060","16,183","16,426","16,442","16,449","16,634","16,551","16,589","16,664","16,673","16,662","16,817","17,038","16,953","17,108","16,896","17,073","11,815","7,044","6,899","7,524","9,101","9,915","10,228","10,547","10,417","10,389","10,078","10,167","10,585","10,291","10,086","10,997","12,582","13,982","15,092","16,013","16,740","15,895","13,651","14,592","16,187","16,648","16,933","17,270","17,511","17,725","17,807","17,861","18,043","18,344","18,353","18,292","18,471","18,336","18,417","18,346","18,754","18,703","18,394","18,389","18,698","18,679","18,650","18,633","18,723","18,921","19,033","19,065","19,074","18,996","19,042","19,117","19,299","19,521"
Accommodation and food services  [72],2025-01-31,"13,998","13,443","14,198","14,332","14,407","14,359","14,307","14,323","14,197","14,081","14,298","14,168","14,230","14,124","14,127","14,219","14,050","14,788","14,728","14,538","14,469","14,678","14,537","14,742","14,757","14,755","14,801","14,504","14,796","14,802","14,913","14,934","15,080","14,918","14,908","14,960","15,308","15,144","15,408","15,964","15,545","15,500","15,590","15,787","15,788","15,697","15,797","15,732","15,795","15,950","15,803","15,726","15,927","15,882","15,669","15,610","15,937","16,060","16,183","16,426","16,442","16,449","16,634","16,551","16,589","16,664","16,673","16,662","16,817","17,038","16,953","17,108","16,896","17,073","11,815","7,044","6,899","7,524","9,101","9,915","10,228","10,547","10,417","10,389","10,078","10,167","10,585","10,291","10,086","10,997","12,582","13,982","15,092","16,013","16,740","15,895","13,651","14,592","16,187","16,648","16,933","17,270","17,511","17,725","17,807","17,861","18,043","18,344","18,353","18,292","18,471","18,336","18,417","18,346","18,754","18,703","18,394","18,389","18,698","18,679","18,624","18,678","18,736","18,922","18,993","18,987","18,943","18,839","18,928","18,940","19,084",..
Accommodation and food services  [72],2024-12-23,"13,998","13,443","14,198","14,332","14,407","14,359","14,307","14,323","14,197","14,081","14,298","14,168","14,230","14,124","14,127","14,219","14,050","14,788","14,728","14,538","14,469","14,678","14,537","14,742","14,757","14,755","14,801","14,504","14,796","14,802","14,913","14,934","15,080","14,918","14,908","14,960","15,308","15,144","15,408","15,964","15,545","15,500","15,590","15,787","15,788","15,697","15,797","15,732","15,795","15,950","15,803","15,726","15,927","15,882","15,669","15,610","15,937","16,060","16,183","16,426","16,442","16,449","16,634","16,551","16,589","16,664","16,673","16,662","16,817","17,038","16,953","17,108","16,896","17,073","11,815","7,044","6,899","7,524","9,101","9,915","10,228","10,547","10,417","10,389","10,078","10,167","10,585","10,291","10,086","10,997","12,582","13,982","15,092","16,013","16,740","15,895","13,651","14,592","16,187","16,648","16,933","17,270","17,511","17,725","17,807","17,861","18,043","18,344","18,353","18,292","18,471","18,336","18,417","18,346","18,754","18,703","18,394","18,389","18,698","18,679","18,687","18,719","18,797","18,952","19,019","18,984","18,963","18,831","18,888","18,921",..,..
Accommodation and food services  [72],2024-11-29,"13,998","13,443","14,198","14,332","14,407","14,359","14,307","14,323","14,197","14,081","14,298","14,168","14,230","14,124","14,127","14,219","14,050","14,788","14,728","14,538","14,469","14,678","14,537","14,742","14,757","14,755","14,801","14,504","14,796","14,802","14,913","14,934","15,080","14,918","14,908","14,960","15,308","15,144","15,408","15,964","15,545","15,500","15,590","15,787","15,788","15,697","15,797","15,732","15,795","15,950","15,803","15,726","15,927","15,882","15,669","15,610","15,937","16,060","16,183","16,426","16,442","16,449","16,634","16,551","16,589","16,664","16,673","16,662","16,817","17,038","16,953","17,108","16,896","17,073","11,815","7,044","6,899","7,524","9,101","9,915","10,228","10,547","10,417","10,389","10,078","10,167","10,585","10,291","10,086","10,997","12,582","13,982","15,092","16,013","16,740","15,895","13,651","14,592","16,187","16,648","16,933","17,270","17,511","17,725","17,807","17,861","18,043","18,344","18,353","18,292","18,471","18,336","18,417","18,346","18,754","18,703","18,394","18,389","18,698","18,679","18,714","18,693","18,747","18,906","18,913","18,904","18,895","18,791","18,831",..,..,..
Accommodation and food services  [72],2024-10-31,"13,998","13,443","14,198","14,332","14,407","14,359","14,307","14,323","14,197","14,081","14,298","14,168","14,230","14,124","14,127","14,219","14,050","14,788","14,728","14,538","14,469","14,678","14,537","14,742","14,757","14,755","14,801","14,504","14,796","14,802","14,913","14,934","15,080","14,918","14,908","14,960","15,308","15,144","15,408","15,964","15,545","15,500","15,590","15,787","15,788","15,697","15,797","15,732","15,795","15,950","15,803","15,726","15,927","15,882","15,669","15,610","15,937","16,060","16,183","16,426","16,442","16,449","16,634","16,551","16,589","16,664","16,673","16,662","16,817","17,038","16,953","17,108","17,029","17,230","11,925","7,037","6,943","7,608","9,162","9,966","10,109","10,375","10,244","10,220","9,898","9,955","10,080","9,450","9,419","10,097","11,047","12,003","12,539","13,288","13,915","12,889","10,943","11,986","13,950","14,909","15,521","16,074","16,077","16,424","16,557","16,758","16,960","17,177","17,550","17,044","17,220","17,141","17,211","17,162","17,416","17,443","17,041","17,028","17,132","17,162","17,230","17,094","17,154","17,340","17,426","17,422","17,454","17,359",..,..,..,..
Accommodation and food services  [72],2025-02-28,"41,799","42,154","42,410","42,569","43,077","43,239","42,993","43,607","43,476","43,878","43,917","44,106","43,852","43,536","43,511","44,023","44,167","44,468","44,549","44,413","44,264","44,541","44,493","44,727","45,031","45,320","45,417","45,511","45,289","45,537","45,872","45,915","45,800","45,345","45,431","44,595","46,160","45,413","45,612","45,928","45,808","46,113","46,027","46,136","46,339","46,067","46,195","46,082","46,414","46,483","46,491","46,400","46,556","46,714","47,330","47,193","47,316","47,492","47,772","48,247","48,245","48,152","48,487","48,420","48,440","48,638","48,640","48,717","48,496","48,514","48,859","49,028","48,036","47,336","30,310","17,442","20,293","25,367","30,158","32,933","33,008","30,313","30,813","27,971","29,459","30,404","34,386","30,987","30,008","34,970","38,883","41,863","42,094","41,608","42,594","41,992","36,616","40,403","43,094","43,428","44,469","44,850","45,302","45,855","45,912","46,143","45,620","45,648","46,879","46,575","46,244","45,942","45,900","45,196","45,687","45,325","45,620","45,969","46,203","46,400","46,570","46,608","46,222","46,613","46,963","46,837","46,861","46,806","47,024","47,261","47,952","48,256"
Accommodation and food services  [72],2025-01-31,"41,799","42,154","42,410","42,569","43,077","43,239","42,993","43,607","43,476","43,878","43,917","44,106","43,852","43,536","43,511","44,023","44,167","44,468","44,549","44,413","44,264","44,541","44,493","44,727","45,031","45,320","45,417","45,511","45,289","45,537","45,872","45,915","45,800","45,345","45,431","44,595","46,160","45,413","45,612","45,928","45,808","46,113","46,027","46,136","46,339","46,067","46,195","46,082","46,414","46,483","46,491","46,400","46,556","46,714","47,330","47,193","47,316","47,492","47,772","48,247","48,245","48,152","48,487","48,420","48,440","48,638","48,640","48,717","48,496","48,514","48,859","49,028","48,036","47,336","30,310","17,442","20,293","25,367","30,158","32,933","33,008","30,313","30,813","27,971","29,459","30,404","34,386","30,987","30,008","34,970","38,883","41,863","42,094","41,608","42,594","41,992","36,616","40,403","43,094","43,428","44,469","44,850","45,302","45,855","45,912","46,143","45,620","45,648","46,879","46,575","46,244","45,942","45,900","45,196","45,687","45,325","45,620","45,969","46,203","46,400","46,568","46,564","46,193","46,691","46,865","46,711","46,717","46,658","46,937","47,281","47,947",..
Accommodation and food services  [72],2024-12-23,"41,799","42,154","42,410","42,569","43,077","43,239","42,993","43,607","43,476","43,878","43,917","44,106","43,852","43,536","43,511","44,023","44,167","44,468","44,549","44,413","44,264","44,541","44,493","44,727","45,031","45,320","45,417","45,511","45,289","45,537","45,872","45,915","45,800","45,345","45,431","44,595","46,160","45,413","45,612","45,928","45,808","46,113","46,027","46,136","46,339","46,067","46,195","46,082","46,414","46,483","46,491","46,400","46,556","46,714","47,330","47,193","47,316","47,492","47,772","48,247","48,245","48,152","48,487","48,420","48,440","48,638","48,640","48,717","48,496","48,514","48,859","49,028","48,036","47,336","30,310","17,442","20,293","25,367","30,158","32,933","33,008","30,313","30,813","27,971","29,459","30,404","34,386","30,987","30,008","34,970","38,883","41,863","42,094","41,608","42,594","41,992","36,616","40,403","43,094","43,428","44,469","44,850","45,302","45,855","45,912","46,143","45,620","45,648","46,879","46,575","46,244","45,942","45,900","45,196","45,687","45,325","45,620","45,969","46,203","46,400","46,597","46,603","46,189","46,664","46,860","46,661","46,678","46,608","46,806","47,125",..,..
Accommodation and food services  [72],2024-11-29,"41,799","42,154","42,410","42,569","43,077","43,239","42,993","43,607","43,476","43,878","43,917","44,106","43,852","43,536","43,511","44,023","44,167","44,468","44,549","44,413","44,264","44,541","44,493","44,727","45,031","45,320","45,417","45,511","45,289","45,537","45,872","45,915","45,800","45,345","45,431","44,595","46,160","45,413","45,612","45,928","45,808","46,113","46,027","46,136","46,339","46,067","46,195","46,082","46,414","46,483","46,491","46,400","46,556","46,714","47,330","47,193","47,316","47,492","47,772","48,247","48,245","48,152","48,487","48,420","48,440","48,638","48,640","48,717","48,496","48,514","48,859","49,028","48,036","47,336","30,310","17,442","20,293","25,367","30,158","32,933","33,008","30,313","30,813","27,971","29,459","30,404","34,386","30,987","30,008","34,970","38,883","41,863","42,094","41,608","42,594","41,992","36,616","40,403","43,094","43,428","44,469","44,850","45,302","45,855","45,912","46,143","45,620","45,648","46,879","46,575","46,244","45,942","45,900","45,196","45,687","45,325","45,620","45,969","46,203","46,400","46,588","46,595","46,226","46,668","46,842","46,634","46,604","46,511","46,703",..,..,..
Accommodation and food services  [72],2024-10-31,"41,799","42,154","42,410","42,569","43,077","43,239","42,993","43,607","43,476","43,878","43,917","44,106","43,852","43,536","43,511","44,023","44,167","44,468","44,549","44,413","44,264","44,541","44,493","44,727","45,031","45,320","45,417","45,511","45,289","45,537","45,872","45,915","45,800","45,345","45,431","44,595","46,160","45,413","45,612","45,928","45,808","46,113","46,027","46,136","46,339","46,067","46,195","46,082","46,414","46,483","46,491","46,400","46,556","46,714","47,330","47,193","47,316","47,492","47,772","48,247","48,245","48,152","48,487","48,420","48,440","48,638","48,640","48,717","48,496","48,514","48,859","49,028","48,187","47,568","30,701","17,731","20,567","25,510","30,233","32,908","32,845","29,961","30,359","27,410","28,255","29,304","33,267","29,400","28,254","33,465","37,440","40,108","39,903","39,184","40,179","39,285","33,810","38,267","41,510","41,838","42,768","43,181","43,546","43,988","43,977","44,088","43,649","43,642","44,919","44,807","44,607","44,404","44,203","43,563","44,079","43,592","43,820","44,059","44,358","44,754","44,641","44,823","44,485","44,870","44,978","44,816","44,805","44,744",..,..,..,..
Other services (except public administration)  [81],2025-02-28,"39,222","39,454","39,463","39,602","39,795","39,924","40,111","40,121","40,190","40,089","40,137","40,189","40,073","40,113","40,134","40,173","40,109","40,092","40,030","39,919","39,864","39,912","39,843","39,870","39,712","39,514","39,390","39,262","39,274","39,240","39,244","39,320","39,373","39,379","39,486","39,629","39,773","40,123","40,425","40,642","40,824","41,010","41,019","41,185","41,309","41,255","41,283","41,316","41,471","41,508","41,572","41,524","41,526","41,460","41,489","41,496","41,383","41,390","41,411","41,590","41,654","41,613","41,694","41,806","41,751","41,743","41,756","41,676","41,659","41,622","41,644","41,674","41,330","41,413","37,514","30,765","32,282","34,054","36,424","37,505","38,075","38,339","38,424","38,367","38,240","38,311","38,298","38,320","38,612","38,824","39,473","39,938","40,404","40,785","40,957","41,058","41,481","41,689","42,070","42,238","42,553","42,920","43,144","43,331","43,523","43,544","43,497","43,538","43,825","43,969","44,134","44,437","44,152","44,176","44,176","44,178","44,202","44,207","44,345","44,371","44,512","44,585","44,531","44,607","44,497","44,479","44,518","44,445","44,343","44,146","44,141","44,127"
Accommodation and food services  [72],2025-01-31,"39,222","39,454","39,463","39,602","39,795","39,924","40,111","40,121","40,190","40,089","40,137","40,189","40,073","40,113","40,134","40,173","40,109","40,092","40,030","39,919","39,864","39,912","39,843","39,870","39,712","39,514","39,390","39,262","39,274","39,240","39,244","39,320","39,373","39,379","39,486","39,629","39,773","40,123","40,425","40,642","40,824","41,010","41,019","41,185","41,309","41,255","41,283","41,316","41,471","41,508","41,572","41,524","41,526","41,460","41,489","41,496","41,383","41,390","41,411","41,590","41,654","41,613","41,694","41,806","41,751","41,743","41,756","41,676","41,659","41,622","41,644","41,674","41,330","41,413","37,514","30,765","32,282","34,054","36,424","37,505","38,075","38,339","38,424","38,367","38,240","38,311","38,298","38,320","38,612","38,824","39,473","39,938","40,404","40,785","40,957","41,058","41,481","41,689","42,070","42,238","42,553","42,920","43,144","43,331","43,523","43,544","43,497","43,538","43,825","43,969","44,134","44,437","44,152","44,176","44,176","44,178","44,202","44,207","44,345","44,371","44,478","44,540","44,518","44,606","44,487","44,491","44,537","44,482","44,392","44,176","44,138",..
Accommodation and food services  [72],2024-12-23,"39,222","39,454","39,463","39,602","39,795","39,924","40,111","40,121","40,190","40,089","40,137","40,189","40,073","40,113","40,134","40,173","40,109","40,092","40,030","39,919","39,864","39,912","39,843","39,870","39,712","39,514","39,390","39,262","39,274","39,240","39,244","39,320","39,373","39,379","39,486","39,629","39,773","40,123","40,425","40,642","40,824","41,010","41,019","41,185","41,309","41,255","41,283","41,316","41,471","41,508","41,572","41,524","41,526","41,460","41,489","41,496","41,383","41,390","41,411","41,590","41,654","41,613","41,694","41,806","41,751","41,743","41,756","41,676","41,659","41,622","41,644","41,674","41,330","41,413","37,514","30,765","32,282","34,054","36,424","37,505","38,075","38,339","38,424","38,367","38,240","38,311","38,298","38,320","38,612","38,824","39,473","39,938","40,404","40,785","40,957","41,058","41,481","41,689","42,070","42,238","42,553","42,920","43,144","43,331","43,523","43,544","43,497","43,538","43,825","43,969","44,134","44,437","44,152","44,176","44,176","44,178","44,202","44,207","44,345","44,371","44,492","44,542","44,512","44,612","44,512","44,505","44,566","44,539","44,451","44,313",..,..
Accommodation and food services  [72],2024-11-29,"39,222","39,454","39,463","39,602","39,795","39,924","40,111","40,121","40,190","40,089","40,137","40,189","40,073","40,113","40,134","40,173","40,109","40,092","40,030","39,919","39,864","39,912","39,843","39,870","39,712","39,514","39,390","39,262","39,274","39,240","39,244","39,320","39,373","39,379","39,486","39,629","39,773","40,123","40,425","40,642","40,824","41,010","41,019","41,185","41,309","41,255","41,283","41,316","41,471","41,508","41,572","41,524","41,526","41,460","41,489","41,496","41,383","41,390","41,411","41,590","41,654","41,613","41,694","41,806","41,751","41,743","41,756","41,676","41,659","41,622","41,644","41,674","41,330","41,413","37,514","30,765","32,282","34,054","36,424","37,505","38,075","38,339","38,424","38,367","38,240","38,311","38,298","38,320","38,612","38,824","39,473","39,938","40,404","40,785","40,957","41,058","41,481","41,689","42,070","42,238","42,553","42,920","43,144","43,331","43,523","43,544","43,497","43,538","43,825","43,969","44,134","44,437","44,152","44,176","44,176","44,178","44,202","44,207","44,345","44,371","44,486","44,530","44,515","44,668","44,593","44,586","44,659","44,660","44,653",..,..,..
Accommodation and food services  [72],2024-10-31,"39,222","39,454","39,463","39,602","39,795","39,924","40,111","40,121","40,190","40,089","40,137","40,189","40,073","40,113","40,134","40,173","40,109","40,092","40,030","39,919","39,864","39,912","39,843","39,870","39,712","39,514","39,390","39,262","39,274","39,240","39,244","39,320","39,373","39,379","39,486","39,629","39,773","40,123","40,425","40,642","40,824","41,010","41,019","41,185","41,309","41,255","41,283","41,316","41,471","41,508","41,572","41,524","41,526","41,460","41,489","41,496","41,383","41,390","41,411","41,590","41,654","41,613","41,694","41,806","41,751","41,743","41,756","41,676","41,659","41,622","41,644","41,674","41,175","41,326","36,893","30,191","32,012","34,201","36,730","37,624","38,259","38,604","38,754","38,723","38,707","38,831","38,812","38,852","38,864","39,098","39,997","40,463","40,889","41,289","41,503","41,771","42,160","42,472","42,728","43,083","43,411","43,692","43,922","44,144","44,362","44,343","44,373","44,390","44,599","44,693","44,882","45,074","45,023","45,030","45,070","45,051","45,098","45,016","45,146","45,255","45,326","45,362","45,395","45,515","45,565","45,609","45,631","45,657",..,..,..,..
Public administration  [91],2025-02-28,"1,37,708","1,37,611","1,37,488","1,37,232","1,37,103","1,36,983","1,36,845","1,36,791","1,36,783","1,36,858","1,36,885","1,36,864","1,37,092","1,37,416","1,37,772","1,37,873","1,37,830","1,37,963","1,38,113","1,38,082","1,38,197","1,38,360","1,38,342","1,38,564","1,39,012","1,39,386","1,39,583","1,39,926","1,40,836","1,41,002","1,40,607","1,40,735","1,40,959","1,40,671","1,40,735","1,40,832","1,41,492","1,41,754","1,41,960","1,41,909","1,42,078","1,42,567","1,43,147","1,43,779","1,44,301","1,44,353","1,44,498","1,44,630","1,45,126","1,45,552","1,46,075","1,46,688","1,47,448","1,47,870","1,48,318","1,48,641","1,48,676","1,49,039","1,49,160","1,49,255","1,49,861","1,49,864","1,50,064","1,50,090","1,50,287","1,50,268","1,50,581","1,50,691","1,50,386","1,51,055","1,51,071","1,51,698","1,52,565","1,53,113","1,45,177","1,41,283","1,41,729","1,44,420","1,47,145","1,48,089","1,49,726","1,51,040","1,51,214","1,52,167","1,52,374","1,52,761","1,54,244","1,54,502","1,54,289","1,55,436","1,55,649","1,54,635","1,56,571","1,55,380","1,55,907","1,56,236","1,55,558","1,56,582","1,56,612","1,56,512","1,57,433","1,57,901","1,58,344","1,58,792","1,58,404","1,59,943","1,60,547","1,60,860","1,61,636","1,62,108","1,62,629","1,60,022","1,62,540","1,63,061","1,63,255","1,63,637","1,63,831","1,64,032","1,64,142","1,64,531","1,64,888","1,65,377","1,65,333","1,65,249","1,65,921","1,66,539","1,67,629","1,68,139","1,67,878","1,67,869","1,67,352","1,67,638"
Accommodation and food services  [72],2025-01-31,"1,37,708","1,37,611","1,37,488","1,37,232","1,37,103","1,36,983","1,36,845","1,36,791","1,36,783","1,36,858","1,36,885","1,36,864","1,37,092","1,37,416","1,37,772","1,37,873","1,37,830","1,37,963","1,38,113","1,38,082","1,38,197","1,38,360","1,38,342","1,38,564","1,39,012","1,39,386","1,39,583","1,39,926","1,40,836","1,41,002","1,40,607","1,40,735","1,40,959","1,40,671","1,40,735","1,40,832","1,41,492","1,41,754","1,41,960","1,41,909","1,42,078","1,42,567","1,43,147","1,43,779","1,44,301","1,44,353","1,44,498","1,44,630","1,45,126","1,45,552","1,46,075","1,46,688","1,47,448","1,47,870","1,48,318","1,48,641","1,48,676","1,49,039","1,49,160","1,49,255","1,49,861","1,49,864","1,50,064","1,50,090","1,50,287","1,50,268","1,50,581","1,50,691","1,50,386","1,51,055","1,51,071","1,51,698","1,52,565","1,53,113","1,45,177","1,41,283","1,41,729","1,44,420","1,47,145","1,48,089","1,49,726","1,51,040","1,51,214","1,52,167","1,52,374","1,52,761","1,54,244","1,54,502","1,54,289","1,55,436","1,55,649","1,54,635","1,56,571","1,55,380","1,55,907","1,56,236","1,55,558","1,56,582","1,56,612","1,56,512","1,57,433","1,57,901","1,58,344","1,58,792","1,58,404","1,59,943","1,60,547","1,60,860","1,61,636","1,62,108","1,62,629","1,60,022","1,62,540","1,63,061","1,63,255","1,63,637","1,63,831","1,64,032","1,64,142","1,64,531","1,64,815","1,65,327","1,65,288","1,65,148","1,65,818","1,66,468","1,67,660","1,68,296","1,68,381","1,68,701","1,68,394",..
